color,condition,customerReviewAverage,customerReviewCount,description,features,longDescription,manufacturer,modelNumber,name,regularPrice,salePrice,shortDescription,sku,type,upc
Adjustable White,New,,,,"[{'feature': 'Set the right mood with warm to cool white light\nEnjoy different shades of warm to cool white light. With complete dimmability from bright to low nightlights, tune your lights to the perfect shade and brightness of light for your daily needs.'}, {'feature': 'Bluetooth enabled\nPhilips Hue with Bluetooth is the easiest way to get started with smart lighting. Set the mood instantly with Bluetooth-enabled light fixtures and the Hue Bluetooth app, which allows you to control up to 10 lights in a room.'}, {'feature': 'Daily routines\nPreset light recipes make it easy to light your mood and activities. Start your day with Energize, unwind with Relax, focus while working from home with Concentrate, or pick up a book with Read.'}, {'feature': 'Control your lights with your voice\nPhilips Hue works with Amazon Alexa and the Google Assistant when paired with a compatible Amazon Echo or Google Nest device. Simple voice commands allow you to control multiple lights in a room or just a single lamp.'}, {'feature': 'Hue Bridge compatible\nAdd a Hue Bridge (sold separately) to your Bluetooth-controlled setup to make your smart lighting system even smarter. You can add up to 50 lights and smart accessories throughout your entire home, as well as tap into upgraded features such as away-from-home control.'}]","Easy smart lighting. Add two white ambiance light bulbs with warm white to cool daylight to give the right light for daily tasks. Control instantly via Bluetooth in one room, or pair with a Hue Bridge (sold separately) to unlock the full set of smart lighting features.",Philips,578138,Philips - Hue White Ambiance BR30 Bluetooth 85W Smart LED Bulb (2-pack) - Adjustable White,49.99,49.99,,6517515,HardGood,046677578138
Aged Steel,New,,,,"[{'feature': 'Modern finish to match any design style.\nWhen paired with a dimmable bulb, this hardwired fixture is compatible with existing dimmable wall switches'}, {'feature': 'Make it your aesthetic.\nPaired with a bowl-shaped shade.'}, {'feature': 'Durable shade material\nThe shade is handmade from seeded glass. Each shade is slightly unique due to the nature of seeded glass.'}, {'feature': 'Light bulb not included\nRated for one 60W incandescent bulb; 9W LED bulb, 13W fluorescent (CFL) bulb, or 9W self-ballasted LED bulb. E26-base bulb.'}, {'feature': 'Adjustable cord length\nIncludes an adjustable, 8 ft. polyester weave cord'}, {'feature': 'Low maintenance care.\nClean with a soft, dry cloth; no harsh chemicals or abrasive cleaning materials.'}]","Suspended from a hanging fixture, this Magnolia seeded glass pendant light is perfect for illuminating your entryway, dining room or kitchen island. Modern farmhouse design is captured by the dome-shaped seeded glass shade which shows the interior bulb (not included) allowing a warm glow in multiple directions.  Its height-adjustable cord allows it to fit seamlessly in any space, and your choice of bulb will let your style shine through.",Camden&Wells,PD0581,Camden&Wells - Magnolia Seeded Glass Pendant - Aged Steel,79.99,70.99,,6490687,HardGood,810325037663
Aluminum Grey,New,4.9,20.0,,"[{'feature': 'Hue is your personal, customizable wireless lighting system\nWith wireless control on your smartphone or tablet, choose the perfect light setting for any mood or activity such as reading or relaxing, concentrating, or energizing.'}, {'feature': ""Unleash music with light\nPhilips Hue and Spotify have teamed up with the first ever deep lighting and music integration that intertwines sight and sound. Now, you don't just listen to music-you see it.""}, {'feature': 'Create custom schedules\nProgram your lights to match your routine. The Hue system can wake you to your own gradual sunrise every morning or automatically illuminate your lights at sundown.'}, {'feature': 'White light that fits your needs\nChoose from different shades and intensities so you can comfortably concentrate, read, relax and more.'}]","The Philips Hue Signe lamp uses its minimal, slender design to blend seamlessly into the interior of any home, allowing you to set the mood or take your home entertainment to the next level. The Philips Hue Signe lamp blends seamlessly into the interior of any home with a slender, minimal design. Set on a table or shelf to paint the walls with colorful light or place around your TV to take your home entertainment setup to the next level. Control instantly via Bluetooth in a single room or pair with a Hue Bridge to unlock the full suite of smart lighting features in your whole home.",Philips,4080248U9,Philips Hue Signe Floor Lamp - Aluminum Grey,249.99,249.99,,6438922,HardGood,046677803124
Amber,New,5.0,2.0,,"[{'feature': 'Compatible with most 120V fixtures\nNot designed for use with other fixture types.'}, {'feature': '5.5W of power\nDeliver the equivalent of a 40W standard halogen floodlight bulb for efficiency.'}, {'feature': 'LED light bulb\nDesigned to provide longer, more energy-efficient illumination.'}, {'feature': '400 lumens of brightness\nEnsure ample illumination.'}, {'feature': 'Dimmable\nFor versatile lighting options when used with a compatible dimmer (not included).'}, {'feature': 'Designed to last approximately 5 years\nWhen used up to 3 hours per day for long-lasting operation.'}]",Fill your home with warm light using this two-pack of GE Lighting vintage-style LED light bulbs. Bright LEDS output up to 400 lumens of light and can be easily adjusted via dimming switches and smart lighting hubs. These GE Lighting vintage-style LED light bulbs have amber-colored glass that makes light look soft and warm.,GE,42194,"GE - Vintage 400-Lumen, 5.5W Dimmable ST19 LED Light Bulb, 40W Equivalent (2-Pack) - Amber",19.99,19.99,,6349344,HardGood,043168421942
Amber,New,,,,"[{'feature': 'Compatible with most 120V fixtures\nNot designed for use with other fixture types.'}, {'feature': '5W of power\nDeliver the equivalent of a 60W standard halogen floodlight bulb for efficiency.'}, {'feature': 'LED light bulb\nDesigned to provide longer, more energy-efficient illumination.'}, {'feature': '250 lumens of brightness\nEnsure ample illumination.'}, {'feature': 'Dimmable\nFor versatile lighting options when used with a compatible dimmer (not included).'}, {'feature': 'Designed to last approximately 5 years\nWhen used up to 3 hours per day for long-lasting operation.'}]","Create a cozy ambience with this GE vintage-style LED medium base bulb. The 5W rating matches the performance of a 60W incandescent light for improved energy efficiency, and the G25 size makes an impact. This 250-lumen GE vintage-style LED medium base bulb has a dimmable warm candlelight glow for flexible mood setting.",GE,36528,"GE - Vintage 250-Lumen, 5W Dimmable G25 LED Light Bulb, 60W Equivalent - Amber",19.99,19.99,,6349346,HardGood,043168365284
Amber,New,5.0,1.0,,"[{'feature': 'Compatible with most 120V fixtures\nNot designed for use with other fixture types.'}, {'feature': '4.5W of power\nDeliver the equivalent of a 40W standard halogen floodlight bulb for efficiency.'}, {'feature': 'LED light bulb\nDesigned to provide longer, more energy-efficient illumination.'}, {'feature': '280 lumens of brightness\nEnsure ample illumination.'}, {'feature': 'Dimmable\nFor versatile lighting options when used with a compatible dimmer (not included).'}, {'feature': 'Designed to last approximately 5 years\nWhen used up to 3 hours per day for long-lasting operation.'}]","Bring home some rustic charm with this 2-pack of GE Lighting vintage- style LED light bulbs. The amber-colored glass and powerful LEDs set the mood by delivering up to 280 lumens of bright, warm light. These GE Lighting amber glass vintage light bulbs are compatible with most dimming switches and have elegant shapes that complement existing decor.",GE,42173,"GE - Vintage 280-Lumen, 4.5W Dimmable G25 LED Light Bulb, 40W Equivalent (2-Pack) - Amber",24.99,17.99,,6349348,HardGood,043168421737
Amber,New,5.0,1.0,,"[{'feature': 'Compatible with most 120V fixtures\nNot designed for use with other fixture types.'}, {'feature': '5W of power\nDeliver the equivalent of a 60W standard halogen floodlight bulb for efficiency.'}, {'feature': 'LED light bulb\nDesigned to provide longer, more energy-efficient illumination.'}, {'feature': '250 lumens of brightness\nEnsure ample illumination.'}, {'feature': 'Dimmable\nFor versatile lighting options when used with a compatible dimmer (not included).'}, {'feature': 'Designed to last approximately 5 years\nWhen used up to 3 hours per day for long-lasting operation.'}, {'feature': 'A19 shape\nAlong with a medium-screw base enables simple placement in compatible lighting fixtures.'}]","Combine modern function and classic style with this General Electric vintage amber glass LED light bulb. Featuring an old-fashioned design and amber-colored glass, this light bulb adds a touch of elegance and rustic charm to your space. This General Electric vintage amber glass LED light bulb is compatible with dimmer switches and illuminates rooms with up to 400 lumens of warm light.",GE,36505,"GE - Vintage 250-Lumen, 5W Dimmable A19 LED Light Bulb, 60W Equivalent - Amber",14.99,14.99,,6349349,HardGood,043168365055
Amber,New,4.6,16.0,,"[{'feature': 'Compatible with most 120V fixtures\nNot designed for use with other fixture types.'}, {'feature': '6W of power\nDeliver the equivalent of a 60W standard halogen floodlight bulb for efficiency.'}, {'feature': 'LED light bulb\nDesigned to provide longer, more energy-efficient illumination.'}, {'feature': '560 lumens of brightness\nEnsure ample illumination.'}, {'feature': 'Dimmable\nFor versatile lighting options when used with a compatible dimmer (not included).'}, {'feature': 'Designed to last approximately 5 years\nWhen used up to 3 hours per day for long-lasting operation.'}, {'feature': 'A19 shape\nAlong with a medium-screw base enables simple placement in compatible lighting fixtures.'}]","Set a mellow mood with this two-pack of GE vintage-style LED medium base bulbs. These 560-lumen general-purpose amber glass A19 bulbs have a dimmable warm, candlelight glow for a customizable ambience with compatible lighting fixtures. Obtain the brightness of 60W incandescent lights with the 6W output of these GE vintage-style LED medium base bulbs.",GE,42162,"GE - Vintage 560-Lumen, 6W Dimmable A19 LED Light Bulb, 60W Equivalent (2-Pack) - Amber",24.99,24.99,,6349350,HardGood,043168335355
Amber,New,5.0,3.0,,"[{'feature': 'Compatible with most 120V fixtures\nNot designed for use with other fixture types.'}, {'feature': '5.5W of power\nDeliver the equivalent of a 60W standard halogen floodlight bulb for efficiency.'}, {'feature': 'LED light bulb\nDesigned to provide longer, more energy-efficient illumination.'}, {'feature': '400 lumens of brightness\nEnsure ample illumination.'}, {'feature': 'Dimmable\nFor versatile lighting options when used with a compatible dimmer (not included).'}, {'feature': 'Designed to last approximately 5 years\nWhen used up to 3 hours per day for long-lasting operation.'}]","Enhance a chandelier or night lamp with this two-pack of GE vintage-style amber glass LED candelabra base bulbs. These 5.5W decorative replacement CAC units have a brightness rating equivalent to 60W incandescent lights, providing energy-efficient longer-lasting illumination. The dimmable warm candlelight glow of these GE vintage-style amber glass LED candelabra base bulbs enables a customized cozy ambiance.",GE,36548,"GE - Vintage 400-Lumen, 5.5W Dimmable candle LED Light Bulb, 60W Equivalent (2-Pack) - Amber",14.99,14.99,,6349351,HardGood,043168365482
Amber,New,5.0,3.0,,"[{'feature': 'Compatible with most 120V fixtures\nNot designed for use with other fixture types.'}, {'feature': '5.5W of power\nDeliver the equivalent of a 60W standard halogen floodlight bulb for efficiency.'}, {'feature': 'LED light bulb\nDesigned to provide longer, more energy-efficient illumination.'}, {'feature': '400 lumens of brightness\nEnsure ample illumination.'}, {'feature': 'Dimmable\nFor versatile lighting options when used with a compatible dimmer (not included).'}, {'feature': 'Designed to last approximately 5 years\nWhen used up to 3 hours per day for long-lasting operation.'}]",Brighten your home with this two -pack of GE Lighting vintage-style globe light bulbs. Decorative globe designs and amber glass catch the eye and provide classic style that helps enhance ambiance. These GE Lighting vintage-style globe light bulbs have dimmable LEDs that illuminate your home with up to 400 lumens of warm light.,GE,42179,"GE - Vintage 400-Lumen, 5.5W Dimmable G25 LED Light Bulb, 60W Equivalent (2-Pack) - Amber",19.99,19.99,,6349354,HardGood,043168335423
