id,cust_id,store_id,products,transaction_date
30,668,12,['FIT-00000815'],2000-06-22
31,805,4,"['CEL-00000567', 'AUT-00000048', 'LAP-00000026', 'FIT-00002220']",1996-11-06
32,24,18,"['AUT-00001210', 'CEL-00000065', 'FIT-00001241']",2000-05-05
33,148,3,['FIT-00002306'],1996-04-22
34,632,10,"['LAP-00000731', 'AUT-00000635', 'CEL-00000447', 'LAP-00000769']",1999-12-18
35,659,20,"['AUT-00000776', 'AUT-00000151', 'AUT-00000993', 'LAP-00000126']",2000-06-01
36,280,3,['FIT-00000209'],1994-04-05
37,192,5,"['CEL-00000063', 'FIT-00000679', 'FIT-00000683']",1999-11-20
38,84,22,['AUT-00000343'],1992-10-05
39,849,28,"['FIT-00001437', 'AUT-00000868']",1998-01-12
40,635,18,"['FIT-00001228', 'AUT-00000062', 'FIT-00000758', 'LAP-00000729']",1998-01-02
41,230,14,"['AUT-00000997', 'FIT-00000641', 'FIT-00000641']",1990-03-10
42,233,3,"['LAP-00000474', 'FIT-00000158', 'FIT-00001213', 'AUT-00000900']",1990-05-18
43,144,5,['FIT-00000845'],1990-07-26
44,489,29,"['FIT-00000920', 'AUT-00001304']",1990-02-04
45,354,21,['LAP-00000204'],1994-12-30
46,619,26,"['FIT-00000228', 'FIT-00001291']",1994-09-01
47,917,14,"['FIT-00000172', 'AUT-00001146']",1998-01-06
48,11,1,"['FIT-00002499', 'LAP-00000234', 'CEL-00000440']",1992-11-28
49,26,30,"['AUT-00001173', 'AUT-00000281']",2000-05-26
50,206,15,['AUT-00000957'],1999-01-27
51,357,5,"['AUT-00000104', 'LAP-00000433', 'AUT-00001166', 'FIT-00001840']",1999-02-12
52,229,20,['FIT-00000486'],2000-10-13
53,139,30,['FIT-00001223'],2000-01-07
54,367,18,"['FIT-00001000', 'FIT-00002248', 'LAP-00000285']",2000-02-20
55,435,7,"['FIT-00000514', 'FIT-00000459']",1992-08-24
56,406,22,"['AUT-00000783', 'CEL-00000384', 'AUT-00001080', 'FIT-00001285']",1999-03-23
57,64,30,"['FIT-00002483', 'CEL-00000539', 'CEL-00000131']",2000-06-14
58,363,2,"['LAP-00000682', 'AUT-00001313']",1998-07-30
59,975,34,['FIT-00001328'],1995-01-01
60,315,3,"['FIT-00001830', 'LAP-00000571']",2000-06-10
61,689,33,['CEL-00000109'],1995-09-21
62,627,7,"['FIT-00000854', 'FIT-00000249', 'FIT-00000027']",1994-06-27
63,319,21,['FIT-00001379'],1991-10-11
64,171,9,"['FIT-00001661', 'FIT-00000618']",1998-08-19
65,808,23,"['FIT-00001215', 'FIT-00000375', 'FIT-00000170']",1992-05-30
66,266,27,"['FIT-00002509', 'FIT-00000384', 'LAP-00000210']",2000-03-14
67,237,8,"['FIT-00002461', 'LAP-00000122', 'FIT-00002385']",1994-04-22
68,799,30,"['FIT-00002294', 'LAP-00000615', 'AUT-00001093', 'FIT-00002030']",2000-10-12
69,781,27,['FIT-00000213'],1992-03-23
70,508,0,"['AUT-00000370', 'FIT-00001584', 'FIT-00000147']",1990-03-24
71,867,22,"['CEL-00000480', 'FIT-00001250', 'FIT-00001916']",1991-08-06
72,833,10,['AUT-00001039'],1996-12-14
73,875,6,"['CEL-00000394', 'AUT-00000011']",1992-12-12
74,229,7,"['FIT-00001651', 'FIT-00000203', 'LAP-00000640']",1991-07-22
75,74,33,['FIT-00001101'],1998-04-16
76,719,22,"['AUT-00001147', 'FIT-00001253']",1999-08-01
77,268,24,"['FIT-00001257', 'CEL-00000764', 'LAP-00000451', 'LAP-00000701']",1992-08-30
78,845,18,"['FIT-00001733', 'FIT-00001825', 'FIT-00000381']",1994-05-20
79,328,10,"['FIT-00001937', 'AUT-00000217', 'FIT-00002328']",1990-05-05
80,692,21,"['FIT-00000791', 'FIT-00002128', 'LAP-00000742']",1999-09-17
81,818,1,"['FIT-00001882', 'AUT-00001198', 'LAP-00000078']",1998-10-27
82,789,1,"['FIT-00002070', 'FIT-00000384', 'AUT-00000343', 'FIT-00000315']",1994-09-06
83,895,0,"['FIT-00001909', 'FIT-00000836', 'FIT-00001135', 'FIT-00000717']",1996-12-19
84,791,18,"['FIT-00000778', 'CEL-00000184', 'LAP-00000774']",1998-08-26
85,679,10,['CEL-00000644'],1993-04-25
86,967,15,['LAP-00000183'],1991-08-27
87,299,33,"['FIT-00001738', 'AUT-00000366']",1999-10-30
88,29,7,"['AUT-00001326', 'FIT-00000485', 'CEL-00000302']",1993-01-05
89,859,9,"['FIT-00001383', 'FIT-00000657', 'AUT-00001232', 'FIT-00002114']",1992-12-31
90,471,21,"['FIT-00000216', 'FIT-00000139', 'AUT-00001258']",1990-04-23
91,505,11,"['AUT-00000805', 'AUT-00000031']",1994-06-18
92,50,20,"['CEL-00000551', 'LAP-00000634', 'AUT-00000365']",1993-03-07
93,264,28,['FIT-00002174'],1991-08-29
94,485,18,"['AUT-00000155', 'FIT-00000858']",1998-02-28
95,174,34,['AUT-00000539'],1999-05-02
96,335,34,['CEL-00000544'],1994-10-30
97,140,27,"['FIT-00000094', 'CEL-00000407']",1994-11-27
98,582,21,['AUT-00000117'],1995-04-01
99,709,26,"['AUT-00001186', 'FIT-00001538']",1999-12-10
100,485,17,"['FIT-00001213', 'AUT-00001048']",2000-08-04
101,601,21,"['FIT-00002206', 'CEL-00000264', 'LAP-00000346']",1992-12-07
102,977,27,"['LAP-00000521', 'FIT-00002011', 'FIT-00001443']",1999-07-16
103,487,32,"['FIT-00000567', 'AUT-00000646', 'CEL-00000604']",1997-12-03
104,123,34,"['FIT-00001038', 'LAP-00000697']",1997-10-26
105,793,6,['AUT-00000007'],1999-05-03
106,582,21,"['LAP-00000657', 'FIT-00000220', 'FIT-00000660', 'FIT-00001150']",2000-12-29
107,765,0,"['LAP-00000417', 'AUT-00000057', 'AUT-00000181']",1993-11-22
108,268,28,"['CEL-00000212', 'FIT-00000893', 'FIT-00001294', 'FIT-00000697']",1993-04-01
109,824,26,"['AUT-00000701', 'AUT-00000091']",1999-04-13
110,224,27,"['FIT-00001537', 'LAP-00000532', 'FIT-00002137']",1997-02-13
111,83,13,"['FIT-00000960', 'AUT-00000317', 'FIT-00000620']",2000-08-09
112,297,23,"['CEL-00000425', 'FIT-00001167', 'LAP-00000054']",1996-09-16
113,639,19,"['FIT-00000130', 'FIT-00001844']",1995-05-02
114,324,22,"['AUT-00000384', 'LAP-00000692', 'AUT-00001431']",1997-12-05
115,929,2,"['LAP-00000328', 'FIT-00000521', 'AUT-00000233']",1997-03-18
116,990,23,"['FIT-00001114', 'AUT-00000435', 'AUT-00000797']",1992-04-04
117,480,0,['AUT-00000303'],1992-05-29
118,183,1,"['LAP-00000195', 'LAP-00000124', 'AUT-00001015', 'FIT-00000014']",1997-11-18
119,655,31,['LAP-00000587'],1999-05-30
120,614,29,['LAP-00000783'],2000-04-09
121,77,8,"['FIT-00001133', 'CEL-00000770', 'FIT-00001525']",1992-08-25
122,602,27,"['FIT-00002017', 'FIT-00000373', 'AUT-00000617']",1999-01-10
123,962,15,"['CEL-00000253', 'AUT-00000471', 'AUT-00000745']",1992-12-31
124,78,25,"['AUT-00000855', 'FIT-00000610', 'FIT-00000688', 'AUT-00000209']",1995-04-17
125,111,15,"['LAP-00000092', 'AUT-00000194']",1991-08-18
126,719,9,"['AUT-00000556', 'AUT-00000171', 'LAP-00000247']",1998-06-29
127,604,6,"['CEL-00000572', 'LAP-00000103']",1993-03-27
128,144,32,['AUT-00001201'],1995-04-09
129,902,24,"['FIT-00001157', 'CEL-00000636']",1990-03-01
130,464,2,"['LAP-00000107', 'CEL-00000378', 'FIT-00002296', 'FIT-00000080']",1998-09-23
131,297,26,"['AUT-00000623', 'FIT-00000451', 'AUT-00000208', 'CEL-00000747']",1991-08-15
132,977,13,['FIT-00001920'],1993-07-24
133,555,17,"['FIT-00000065', 'LAP-00000591']",1991-02-12
134,285,0,"['FIT-00000761', 'LAP-00000756']",1993-10-02
135,865,24,"['FIT-00002417', 'FIT-00001929']",1991-06-20
136,22,29,"['LAP-00000019', 'FIT-00001273', 'AUT-00000941']",1993-02-01
137,590,6,['LAP-00000607'],1997-07-30
138,681,26,['FIT-00002298'],1993-11-06
139,126,29,['AUT-00001350'],1998-05-24
140,475,1,['AUT-00000640'],1990-05-25
141,559,25,"['FIT-00000225', 'LAP-00000202', 'FIT-00001083', 'CEL-00000364']",1998-07-17
142,124,28,['FIT-00001878'],1998-12-24
143,235,25,"['LAP-00000440', 'FIT-00000862', 'FIT-00000388']",1994-12-09
144,790,3,"['AUT-00000719', 'AUT-00001203']",1999-05-02
145,414,17,"['AUT-00000390', 'FIT-00000266', 'FIT-00000127']",1998-09-27
146,209,8,['FIT-00000278'],1999-10-10
147,524,12,['CEL-00000153'],1997-12-07
148,12,31,"['FIT-00001989', 'FIT-00001585', 'CEL-00000502']",2000-04-07
149,932,8,"['LAP-00000172', 'AUT-00000730', 'AUT-00001057', 'AUT-00001204']",1991-06-17
150,30,23,['FIT-00002284'],1990-05-13
151,406,15,"['AUT-00000975', 'AUT-00000531', 'LAP-00000292']",1997-11-16
152,480,4,"['FIT-00000215', 'CEL-00000071']",1992-03-17
153,770,33,"['FIT-00000349', 'AUT-00001334', 'FIT-00000847']",1996-10-16
154,521,1,"['FIT-00001196', 'FIT-00001619']",1992-10-12
155,871,4,['LAP-00000134'],1992-12-28
156,527,27,"['FIT-00002166', 'FIT-00001369', 'FIT-00001122']",2000-06-27
157,550,22,['FIT-00000248'],1999-11-24
158,278,33,"['CEL-00000316', 'AUT-00001407']",1990-06-08
159,888,26,"['FIT-00001828', 'FIT-00001678', 'AUT-00000126', 'FIT-00001400']",1994-07-31
160,420,13,"['LAP-00000795', 'AUT-00001257', 'CEL-00000307']",1996-01-19
161,572,12,"['FIT-00001107', 'FIT-00001241']",1992-04-29
162,959,18,"['FIT-00000731', 'FIT-00001041', 'FIT-00001004']",1995-05-17
163,839,4,"['FIT-00001592', 'CEL-00000759', 'AUT-00000475']",1995-10-17
164,442,3,['FIT-00000449'],1993-10-23
165,644,22,['FIT-00000169'],1998-03-06
166,83,14,['AUT-00000555'],1993-12-26
167,364,19,"['CEL-00000630', 'FIT-00001154']",1991-04-29
168,237,27,"['FIT-00001525', 'AUT-00000758', 'FIT-00001540']",1998-11-20
169,815,20,['FIT-00000791'],1998-12-03
170,641,10,"['CEL-00000369', 'AUT-00001198']",1993-09-10
171,441,30,['AUT-00001132'],1990-06-15
172,247,2,"['FIT-00000141', 'FIT-00002286']",1993-04-19
173,279,19,"['CEL-00000002', 'FIT-00000499', 'FIT-00001331']",1998-07-24
174,694,22,['AUT-00000613'],1994-05-24
175,421,11,"['AUT-00001291', 'AUT-00001329', 'AUT-00000695']",1994-12-18
176,366,2,"['LAP-00000749', 'FIT-00001604', 'AUT-00000580', 'AUT-00001223']",1991-02-17
177,504,14,"['LAP-00000049', 'FIT-00000548']",1994-11-18
178,964,24,"['AUT-00001103', 'FIT-00000455', 'FIT-00000359', 'LAP-00000456']",1997-06-26
179,297,15,"['AUT-00000464', 'FIT-00002070', 'AUT-00001097']",1995-01-12
180,487,27,"['FIT-00001781', 'FIT-00000224']",1990-11-14
181,381,6,"['FIT-00001690', 'LAP-00000776']",1991-11-12
182,680,4,['LAP-00000195'],1994-08-09
183,367,22,"['CEL-00000354', 'CEL-00000254', 'LAP-00000747']",1994-04-30
184,625,20,['FIT-00002334'],1994-12-13
185,515,16,"['FIT-00000486', 'FIT-00001884', 'FIT-00000530']",1993-03-21
186,449,0,"['LAP-00000249', 'FIT-00001719']",1990-11-17
187,497,15,"['CEL-00000661', 'AUT-00000665', 'FIT-00000440']",1992-11-09
188,721,6,['FIT-00000878'],1992-10-19
189,899,4,['AUT-00001134'],1997-10-17
190,633,0,['CEL-00000048'],1999-01-15
191,482,21,"['FIT-00000083', 'FIT-00001377', 'CEL-00000190', 'CEL-00000758']",1990-01-31
192,247,15,['FIT-00001659'],1991-05-06
193,482,29,"['FIT-00000016', 'FIT-00001020', 'AUT-00001031']",1990-08-31
194,291,34,"['FIT-00000903', 'FIT-00001932', 'FIT-00001634']",1993-09-13
195,576,4,"['CEL-00000092', 'FIT-00000781']",1999-02-07
196,725,0,['AUT-00000218'],1999-05-30
197,84,21,['LAP-00000679'],1997-08-24
198,899,25,"['AUT-00001172', 'AUT-00000995', 'FIT-00000661', 'AUT-00000553']",1991-12-10
199,394,20,['FIT-00001101'],1991-04-10
200,602,30,"['AUT-00000318', 'CEL-00000578', 'CEL-00000606']",1991-08-24
201,493,0,"['FIT-00001358', 'FIT-00002114', 'FIT-00000282']",1998-06-06
202,237,22,"['AUT-00000699', 'FIT-00000686', 'AUT-00000189']",1996-05-25
203,438,0,"['FIT-00001128', 'AUT-00000679', 'FIT-00001381']",1996-02-11
204,79,32,"['FIT-00000744', 'FIT-00001661']",1999-01-10
205,914,32,"['AUT-00000018', 'LAP-00000534', 'AUT-00000220']",1996-04-25
206,705,8,['FIT-00000260'],1995-04-23
207,990,29,"['AUT-00000198', 'FIT-00001587']",2000-07-01
208,678,26,"['AUT-00000986', 'FIT-00000884']",1992-06-09
209,119,22,"['CEL-00000606', 'FIT-00000186']",1996-03-07
210,248,21,"['LAP-00000229', 'FIT-00000385', 'AUT-00000534']",1996-06-17
211,862,4,['CEL-00000401'],1994-04-11
212,356,18,"['FIT-00000043', 'AUT-00000754', 'FIT-00001047']",1996-08-09
213,895,8,"['FIT-00001631', 'LAP-00000707', 'FIT-00000678']",1992-03-11
214,940,16,"['FIT-00002101', 'FIT-00002255', 'CEL-00000005']",2000-01-26
215,812,4,"['FIT-00000903', 'AUT-00000072']",1992-03-11
216,817,5,['AUT-00000046'],1998-02-18
217,347,32,"['FIT-00001922', 'FIT-00001385', 'LAP-00000198', 'CEL-00000243']",1999-12-24
218,635,20,"['FIT-00000837', 'CEL-00000632']",1999-12-15
219,554,26,"['CEL-00000170', 'FIT-00001863', 'FIT-00000203', 'AUT-00001362']",1994-06-25
220,263,31,"['FIT-00000643', 'FIT-00000099', 'FIT-00000629']",1993-09-02
221,663,16,"['FIT-00001474', 'AUT-00001183', 'FIT-00000290']",1993-11-19
222,947,26,"['FIT-00001995', 'FIT-00000762', 'CEL-00000755']",1999-11-17
223,323,10,['AUT-00000583'],1994-07-26
224,397,21,"['FIT-00000515', 'CEL-00000118', 'LAP-00000478']",1993-06-03
225,401,25,"['FIT-00002072', 'AUT-00000102']",1991-03-24
226,979,11,"['AUT-00000922', 'LAP-00000374']",1999-09-30
227,613,26,"['AUT-00000529', 'LAP-00000373', 'LAP-00000602']",1999-01-01
228,906,0,['AUT-00000698'],2000-03-10
229,526,18,['FIT-00002247'],1997-07-01
230,434,10,"['FIT-00000622', 'AUT-00001174', 'FIT-00001983', 'FIT-00001718']",1997-07-25
231,708,29,"['FIT-00002347', 'FIT-00001480']",2000-08-24
232,242,21,"['AUT-00000952', 'FIT-00001995', 'FIT-00001601']",1995-10-30
233,437,14,['CEL-00000252'],1990-12-11
234,817,21,"['CEL-00000679', 'FIT-00000471', 'FIT-00001353']",1992-09-12
235,305,29,"['FIT-00000666', 'FIT-00002069', 'AUT-00001082', 'FIT-00001477']",1993-09-15
236,272,31,"['FIT-00001314', 'AUT-00000381', 'AUT-00000324']",1994-12-02
237,341,0,"['LAP-00000008', 'AUT-00000514']",1991-08-27
238,111,14,"['FIT-00000430', 'AUT-00001422', 'FIT-00001393', 'FIT-00001898']",1996-04-14
239,149,31,"['FIT-00001849', 'LAP-00000574', 'AUT-00000267']",1995-11-12
240,246,7,['FIT-00001421'],1997-06-04
241,142,25,"['FIT-00000174', 'CEL-00000338', 'FIT-00000291']",1990-03-26
242,440,31,['AUT-00000361'],1994-09-11
243,736,26,"['FIT-00001916', 'LAP-00000574', 'FIT-00000053', 'FIT-00000451']",1996-08-22
244,709,29,"['FIT-00000699', 'FIT-00001724', 'FIT-00000463']",1992-12-22
245,7,1,"['FIT-00000393', 'FIT-00001481', 'CEL-00000064']",1994-10-20
246,349,29,['CEL-00000671'],1995-08-23
247,440,18,"['AUT-00000726', 'FIT-00000825', 'CEL-00000477']",1993-03-14
248,550,0,"['CEL-00000459', 'FIT-00001855', 'FIT-00001286', 'CEL-00000383']",1993-12-21
249,28,6,"['FIT-00001822', 'CEL-00000168', 'CEL-00000374', 'FIT-00002422']",1999-02-05
250,48,0,['FIT-00000542'],1998-02-12
251,827,20,"['FIT-00001409', 'FIT-00000909']",1990-12-12
252,599,24,"['FIT-00001630', 'FIT-00002277']",1999-12-26
253,1,7,"['FIT-00000431', 'FIT-00000784', 'FIT-00002394']",1995-03-09
254,139,29,['FIT-00002507'],1994-12-06
255,643,13,"['CEL-00000112', 'FIT-00001575']",1997-11-28
256,314,1,['FIT-00000780'],1999-09-11
257,976,32,['AUT-00000807'],1995-02-19
258,160,24,"['FIT-00001575', 'FIT-00001905']",1991-03-16
259,509,1,['FIT-00001410'],1995-06-12
260,822,13,"['FIT-00001171', 'AUT-00000370', 'LAP-00000154', 'FIT-00002073']",1993-07-25
261,326,19,"['FIT-00002013', 'FIT-00001691', 'LAP-00000651', 'FIT-00000081']",1990-10-06
262,289,32,"['FIT-00002311', 'AUT-00000142', 'FIT-00001404', 'AUT-00000254']",1994-10-12
263,410,22,"['LAP-00000439', 'FIT-00001422']",1998-09-12
264,306,30,"['AUT-00000740', 'FIT-00002010']",1992-02-15
265,246,21,"['FIT-00001072', 'FIT-00000064']",1998-04-18
266,452,7,"['FIT-00000703', 'FIT-00002427']",1997-08-25
267,369,11,"['FIT-00001452', 'FIT-00001169', 'LAP-00000087']",1995-07-31
268,913,33,"['AUT-00001418', 'CEL-00000763', 'LAP-00000742', 'CEL-00000472']",1996-12-16
269,622,13,"['FIT-00000634', 'FIT-00000606', 'FIT-00000787', 'FIT-00002248']",1996-08-30
270,114,19,"['CEL-00000532', 'FIT-00000594']",1990-04-20
271,386,30,['FIT-00000277'],1991-04-30
272,195,5,"['FIT-00001476', 'FIT-00000946', 'LAP-00000195', 'AUT-00001321']",1997-01-27
273,86,25,"['AUT-00000914', 'FIT-00001315', 'FIT-00001415']",1995-10-31
274,511,32,"['AUT-00000678', 'LAP-00000074']",1990-07-24
275,407,3,"['FIT-00000961', 'CEL-00000064', 'LAP-00000683', 'FIT-00001616']",1996-12-26
276,967,6,"['FIT-00002384', 'FIT-00000549', 'CEL-00000189']",1996-03-13
277,215,12,['LAP-00000123'],1998-07-25
278,643,15,"['AUT-00000399', 'FIT-00000054', 'CEL-00000095']",1997-10-22
279,401,13,"['FIT-00001210', 'CEL-00000001', 'FIT-00001799', 'FIT-00001189']",1995-06-05
280,409,22,['FIT-00000630'],1993-12-03
281,818,32,"['FIT-00001349', 'LAP-00000602', 'AUT-00000439', 'FIT-00000127']",1990-07-09
282,263,7,"['LAP-00000068', 'AUT-00000639', 'LAP-00000366', 'LAP-00000621']",1992-03-19
283,185,17,"['AUT-00001366', 'LAP-00000771', 'FIT-00000586', 'AUT-00000135']",1995-08-18
284,411,28,"['FIT-00000749', 'AUT-00000148', 'FIT-00000125', 'FIT-00000761']",1998-09-11
285,825,6,"['AUT-00000419', 'LAP-00000732', 'FIT-00001672', 'FIT-00000008']",1992-06-01
286,713,34,"['AUT-00000033', 'FIT-00002196', 'FIT-00002051']",1991-02-28
287,912,18,"['CEL-00000597', 'FIT-00000681', 'FIT-00000825']",1997-02-19
288,196,1,"['AUT-00001417', 'CEL-00000348', 'CEL-00000083']",1994-10-26
289,835,5,['FIT-00002285'],1996-03-19
290,156,10,"['AUT-00001311', 'AUT-00001009']",1990-02-06
291,724,9,"['FIT-00000992', 'FIT-00001972', 'LAP-00000076', 'FIT-00002415']",1996-06-08
292,361,9,"['FIT-00001949', 'CEL-00000160', 'LAP-00000750', 'LAP-00000188']",1990-08-18
293,283,16,"['FIT-00001841', 'FIT-00001133']",1996-07-04
294,349,5,['FIT-00002080'],1997-09-09
295,890,3,"['FIT-00000719', 'LAP-00000525']",1998-01-02
296,243,0,"['FIT-00000808', 'CEL-00000449', 'FIT-00002319']",1992-10-07
297,790,30,"['FIT-00000758', 'LAP-00000213', 'FIT-00002460']",1991-10-17
298,778,33,"['AUT-00001017', 'FIT-00000714', 'FIT-00001237']",1994-08-15
299,461,18,"['CEL-00000595', 'LAP-00000653', 'FIT-00002309']",1995-08-14
300,68,2,"['FIT-00000155', 'FIT-00000944']",1998-10-23
301,321,30,"['FIT-00000814', 'FIT-00000396', 'FIT-00001325']",1994-06-29
302,47,18,"['AUT-00000728', 'FIT-00000007', 'FIT-00000695']",1996-02-12
303,140,8,"['FIT-00001498', 'FIT-00000872', 'FIT-00002197', 'FIT-00001973']",1992-12-04
304,615,14,['FIT-00002409'],1995-11-23
305,667,13,"['FIT-00000516', 'FIT-00002495', 'FIT-00000522']",1998-10-14
306,741,2,['LAP-00000171'],1993-05-29
307,750,21,"['FIT-00001048', 'CEL-00000533', 'FIT-00001445', 'FIT-00000311']",2000-03-27
308,196,28,"['AUT-00000763', 'LAP-00000445', 'FIT-00001813']",1998-08-07
309,938,26,"['LAP-00000169', 'FIT-00000976', 'CEL-00000226', 'FIT-00002204']",1999-02-14
310,527,12,"['AUT-00000232', 'AUT-00001113', 'AUT-00000818', 'FIT-00001308']",1997-04-14
311,39,31,"['AUT-00000925', 'FIT-00000923', 'AUT-00000696']",1991-08-21
312,539,9,['FIT-00002255'],1998-01-24
313,548,22,"['LAP-00000635', 'AUT-00000809', 'FIT-00001311']",1991-11-22
314,870,14,"['FIT-00000451', 'CEL-00000745', 'AUT-00001049']",1995-11-01
315,663,33,"['AUT-00000531', 'FIT-00002423', 'CEL-00000411', 'AUT-00000416']",1994-05-16
316,175,1,"['FIT-00001046', 'LAP-00000778']",1999-07-03
317,395,22,"['FIT-00001735', 'AUT-00000176', 'AUT-00001175']",1995-01-11
318,857,10,"['AUT-00000217', 'FIT-00001087', 'AUT-00000823', 'CEL-00000286']",1997-03-30
319,999,2,"['CEL-00000152', 'AUT-00001286', 'FIT-00000006']",1998-01-30
320,873,16,"['AUT-00000021', 'FIT-00001067', 'LAP-00000408', 'FIT-00001927']",1992-10-30
321,812,22,['AUT-00001208'],1992-05-17
322,291,18,"['FIT-00001362', 'CEL-00000554', 'LAP-00000178', 'FIT-00001680']",1994-04-26
323,246,23,"['AUT-00000172', 'AUT-00000069', 'LAP-00000116', 'AUT-00001265']",1996-02-21
324,587,1,"['AUT-00000023', 'AUT-00001240']",1998-11-20
325,568,20,"['FIT-00001660', 'LAP-00000231', 'LAP-00000232', 'FIT-00001959']",1991-09-25
326,50,33,"['LAP-00000582', 'AUT-00000184', 'AUT-00001353', 'FIT-00000720']",1991-03-03
327,476,31,"['AUT-00000946', 'FIT-00001803', 'AUT-00000409', 'FIT-00000461']",2000-03-25
328,475,33,['AUT-00001240'],1997-09-22
329,543,29,"['FIT-00002059', 'AUT-00000511', 'FIT-00000700']",1998-12-30
330,318,3,"['FIT-00000514', 'CEL-00000569', 'FIT-00000454']",1991-01-19
331,834,8,"['FIT-00001666', 'AUT-00000155', 'LAP-00000508', 'FIT-00000538']",1993-07-24
332,279,10,"['FIT-00000358', 'FIT-00000075', 'FIT-00000002', 'FIT-00000131']",1996-05-11
333,488,19,"['AUT-00000232', 'LAP-00000381', 'FIT-00001412']",1994-04-21
334,499,19,"['AUT-00000302', 'AUT-00000563']",1992-04-13
335,742,16,['AUT-00000530'],1993-06-20
336,285,6,"['FIT-00002185', 'FIT-00001621', 'LAP-00000603', 'CEL-00000578']",1999-03-10
337,194,26,['FIT-00001978'],1990-09-23
338,229,23,"['FIT-00001933', 'AUT-00000017', 'FIT-00000949', 'CEL-00000133']",1997-06-24
339,931,9,"['FIT-00001169', 'LAP-00000558', 'CEL-00000215']",1994-09-06
340,73,29,"['FIT-00002297', 'FIT-00001467', 'LAP-00000666']",1994-12-24
341,852,32,"['FIT-00001543', 'FIT-00000526', 'LAP-00000295']",1993-10-11
342,804,23,"['LAP-00000291', 'AUT-00000071']",1998-03-13
343,976,29,['FIT-00002434'],1997-07-20
344,969,28,['CEL-00000628'],2000-12-26
345,711,29,"['FIT-00000953', 'FIT-00000185', 'FIT-00000427']",1996-01-03
346,469,28,"['LAP-00000651', 'CEL-00000327']",1997-07-28
347,370,17,['AUT-00000537'],1994-12-03
348,224,0,"['AUT-00001416', 'FIT-00000676']",1990-12-27
349,386,13,"['FIT-00000282', 'AUT-00000777', 'LAP-00000485']",1999-02-14
350,881,0,['FIT-00000061'],1999-01-01
351,286,30,['FIT-00001636'],1992-11-08
352,623,3,"['LAP-00000626', 'LAP-00000491', 'FIT-00001481']",1993-11-27
353,947,22,"['FIT-00000013', 'CEL-00000096']",1996-11-23
354,45,5,"['FIT-00001544', 'AUT-00001082', 'FIT-00001395']",2000-01-21
355,270,27,['FIT-00000570'],1997-08-18
356,971,30,"['LAP-00000027', 'FIT-00002039']",1992-04-13
357,593,7,"['AUT-00000484', 'LAP-00000531', 'AUT-00000242']",1999-06-12
358,744,20,['LAP-00000779'],1993-05-03
359,189,5,['AUT-00000108'],1996-09-18
360,48,0,['LAP-00000095'],1996-11-02
361,210,18,"['AUT-00000901', 'AUT-00000205', 'FIT-00000061', 'LAP-00000020']",1992-07-22
362,270,6,['LAP-00000701'],1997-05-25
363,564,33,"['FIT-00000649', 'LAP-00000598']",1995-06-19
