color,condition,customerReviewAverage,customerReviewCount,description,features,longDescription,manufacturer,modelNumber,name,regularPrice,salePrice,shortDescription,sku,type,upc
Gray,Refurbished,,,,"[{'feature': 'Windows 10 Pro\nBuilt for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.'}, {'feature': '14"" display\nIts 1920 x 1080 resolution boasts impressive color and clarity.'}, {'feature': '8th Gen Intel&#174; Core&#8482; i7-8550U mobile processor\nLow-voltage platform. Powerful quad-core, eight-way processing provides blazing-fast performance when you need it most. The Intel Turbo Boost technology delivers dynamic power on demand.'}, {'feature': '16GB system memory for intense multitasking and gaming\nReams of high-bandwidth DDR4 RAM let you smoothly run your graphics-heavy PC games, video-editing applications, numerous programs and browser tabs at the same time.'}, {'feature': '512GB solid-state drive (SSD)\nWhile offering less storage space than a hard drive, a flash-based SSD has no moving parts, resulting in faster start-up times and data access, no noise, and reduced heat production and power draw on the battery.'}, {'feature': 'Intel&#174; UHD Graphics 620\nThe on-processor graphics with shared video memory provide everyday image quality for Internet use, basic photo editing, and casual gaming.'}, {'feature': 'HDMI output expands your viewing options\nConnect to an HDTV or high-definition monitor to set up two screens side by side or just see more of the big picture.'}, {'feature': 'Integrated webcam\nMakes it easy to video chat with your family and friends or teleconference with colleagues over Skype or other popular applications.'}, {'feature': 'Additional ports\nMicrophone-in/headphone-out combo jack.'}, {'feature': 'This laptop does not include a built-in DVD/CD drive.'}, {'feature': 'Intel&#174;, Pentium, Celeron, Core, Atom, Ultrabook, Intel&#174; Inside and the Intel&#174; Inside logo are trademarks or registered trademarks of Intel&#174; Corporation or its subsidiaries in the United States and other countries.'}]","Step up your computing game with this HP EliteBook 840 G5 laptop. The 14-inch Full HD display produces stunning visuals, while the Intel Core i7 processor stands up to intensive tasks. This HP EliteBook 840 G5 laptop features 16GB RAM for seamless multitasking and a 512GB SSD for fast data access and start-ups.    This product has been refurbished.  Learn more.",HP,840 G5,"HP - EliteBook 14"" Refurbished Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Gray",649.99,649.99,,6490992,HardGood,825633544949
Gray,Refurbished,,,,"[{'feature': 'Windows 10 Pro\nBuilt for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.'}, {'feature': '14"" display\nIts 1920 x 1080 resolution boasts impressive color and clarity.'}, {'feature': '8th Gen Intel&#174; Core&#8482; i5-8350U mobile processor\nLow-voltage platform. Powerful quad-core, eight-way processing provides blazing-fast performance when you need it most. The Intel Turbo Boost technology delivers dynamic power on demand.'}, {'feature': '16GB system memory for intense multitasking and gaming\nReams of high-bandwidth DDR4 RAM let you smoothly run your graphics-heavy PC games, video-editing applications, numerous programs and browser tabs at the same time.'}, {'feature': '1TB solid-state drive (SSD)\nWhile offering less storage space than a hard drive, a flash-based SSD has no moving parts, resulting in faster start-up times and data access, no noise, and reduced heat production and power draw on the battery.'}, {'feature': 'Intel&#174; UHD Graphics 620\nThe on-processor graphics with shared video memory provide everyday image quality for Internet use, basic photo editing, and casual gaming.'}, {'feature': 'HDMI output expands your viewing options\nConnect to an HDTV or high-definition monitor to set up two screens side by side or just see more of the big picture.'}, {'feature': 'Integrated webcam\nMakes it easy to video chat with your family and friends or teleconference with colleagues over Skype or other popular applications.'}, {'feature': 'Additional ports\nMicrophone-in/headphone-out combo jack.'}, {'feature': 'This laptop does not include a built-in DVD/CD drive.'}, {'feature': 'Intel&#174;, Pentium, Celeron, Core, Atom, Ultrabook, Intel&#174; Inside and the Intel&#174; Inside logo are trademarks or registered trademarks of Intel&#174; Corporation or its subsidiaries in the United States and other countries.'}]","Complete your tasks on time with this 14-inch Full HD HP EliteBook laptop. The 1TB SSD provides ample storage space for your videos and photos while supporting fast boot times. Featuring an Intel Core i5 processor and 16GB of RAM, this refurbished HP EliteBook laptop runs multiple programs simultaneously for smooth multitasking.    This product has been refurbished.  Learn more.",HP,840 G5,"HP - EliteBook 14"" Refurbished Laptop - Intel Core i5 - 16GB Memory - 1TB Solid State Drive - Gray",689.99,689.99,,6491019,HardGood,825633546790
Gray,Refurbished,3.5,2.0,,"[{'feature': 'Windows 10 Pro\nBuilt for business. Protect your data with enterprise-grade security, login from any device anywhere, and boost productivity with powerful management tools.'}, {'feature': '14"" Full HD touch screen for hands-on control\nNatural finger-touch navigation makes the most of Windows 8. The 1920 x 1080 resolution boasts impressive color and clarity.'}, {'feature': ""7th Gen Intel&#174; Core&#8482; i5-7200U processor\nSmart dual-core, four-way processing performance. Intel Turbo Boost Technology delivers dynamic extra power when you need it, while increasing energy efficiency when you don't.""}, {'feature': '16GB system memory for intense multitasking and gaming\nReams of high-bandwidth DDR4 RAM to smoothly run your graphics-heavy PC games, video-editing applications, numerous programs and browser tabs at the same time.'}, {'feature': '512GB solid-state drive (SSD)\nThis flash-based SSD has no moving parts, resulting in faster start-up times and data access, no noise, reduced heat production and power draw on the battery.'}, {'feature': 'Intel&#174; HD graphics\nIts on-processor graphics with shared video memory provide everyday image quality for Internet use, basic photo editing, and casual gaming.'}, {'feature': 'Additional ports\nOne DisplayPort and two USB ports.'}, {'feature': 'Integrated webcam\nMakes it easy to video chat with your family and friends or teleconference with colleagues over Skype or other popular applications.'}, {'feature': 'This laptop does not include a built-in DVD/CD drive.'}, {'feature': 'Intel&#174;, Pentium, Celeron, Core, Atom, Ultrabook, Intel&#174; Inside and the Intel&#174; Inside logo are trademarks or registered trademarks of Intel&#174; Corporation or its subsidiaries in the United States and other countries.'}]","Complete computing tasks quickly with this refurbished HP 840 G4 laptop. The 512GB SSD and Intel Core i5 processor provide ample storage for your media files and documents, while the 16GB of RAM delivers fast performance for work projects and games. This HP 840 G4 laptop has a 14"" Full HD display and integrated Intel UHD Graphics 620 for crisp, clear visuals.    This product has been refurbished.  Learn more.",HP,840 G5,"HP - 840 G4 14"" Refurbished Touch-Screen Laptop - Intel Core i5 - 16GB Memory - 512GB Solid State Drive - Gray",769.99,769.99,,6491028,HardGood,825633546783
Gray,New,,,,"[{'feature': 'Operating System\nWindows 10 Pro'}, {'feature': 'Solid State Drive\n8GB of DDR4 RAM | 256GB M.2 SSD'}, {'feature': 'Screen Display\n15.6"" 1920 x 1080 IPS'}, {'feature': 'Graphics\nIntegrated AMD Radeon Graphics'}, {'feature': 'Ports\nUSB 3.2 Gen 1 & 2.0 | HDMI 1.4'}, {'feature': 'Processor\n2.3 GHz AMD Ryzen 5 5625U 6-Core'}]","Streamline your workflow and connect an array of wired accessories to the USB 3.2 Gen 1, 2.0, and 3.2 Gen 1 Type-C ports. Wireless peripherals can be connected using Bluetooth 5.2. Collaborate on business projects thanks to integrated Wi-Fi 6 or wired Gigabit Ethernet via an RJ-45 port. An HDMI port is available to extend or mirror screen space to an additional monitor, and the USB Type-C port supports DisplayPort alt mode for a multiple monitor setup. Use the 1080p HD webcam, dual speakers, and dual-mic array to stay in touch with colleagues and family. In addition to a webcam shutter, there is also a discrete TPM to help keep your data safe. The Lenovo 15.6"" E15 Gen 4 runs on Windows 10 Pro 64-bit and includes a free upgrade license to Windows 11 Pro.",Lenovo,21ED003WUS,"Lenovo - ThinkPad E15 Gen 4 15.6"" Notebook - AMD Ryzen 5 5625U - 8GB Memory - 256GB SSD - Gray",794.99,794.99,,6514041,HardGood,196379772140
Gray,New,,,,"[{'feature': 'Operating System\nWindows 10 Pro'}, {'feature': 'Solid State Drive\n8GB of DDR4 RAM | 256GB M.2 SSD'}, {'feature': 'Screen Display\n15.6"" 1920 x 1080 IPS'}, {'feature': 'Graphics\nIntegrated AMD Radeon Graphics'}, {'feature': 'Ports\nUSB 3.2 Gen 1 & 2.0 | HDMI 1.4'}, {'feature': 'Processor\n2 GHz AMD Ryzen 7 5825U 8-Core'}]","Streamline your workflow and connect an array of wired accessories to the USB 3.2 Gen 1, 2.0, and 3.2 Gen 1 Type-C ports. Wireless peripherals can be connected using Bluetooth 5.2. Collaborate on business projects thanks to integrated Wi-Fi 6 or wired Gigabit Ethernet via an RJ-45 port. An HDMI port is available to extend or mirror screen space to an additional monitor, and the USB Type-C port supports DisplayPort alt mode for a multiple monitor setup. Use the 1080p HD webcam, dual speakers, and dual-mic array to stay in touch with colleagues and family. In addition to a webcam shutter, there is also a discrete TPM to help keep your data safe. The Lenovo 15.6"" E15 Gen 4 runs on Windows 10 Pro 64-bit and includes a free upgrade license to Windows 11 Pro.",Lenovo,21ED0041US,"Lenovo - ThinkPad E15 Gen 4 15.6"" Notebook - AMD Ryzen 7 5825U - 8GB Memory - 256GB SSD - Gray",914.99,914.99,,6514629,HardGood,196379765944
Gray,New,5.0,1.0,,"[{'feature': 'Operating System\nWindows 10 Pro'}, {'feature': 'Solid State Drive\n16GB of DDR4 RAM | 256GB M.2 SSD'}, {'feature': 'Screen Display\n15.6"" 1920 x 1080 IPS'}, {'feature': 'Graphics\nIntegrated AMD Radeon Graphics'}, {'feature': 'Ports\nUSB 3.2 Gen 1 & 2.0 | HDMI 1.4'}, {'feature': 'Processor\n2 GHz AMD Ryzen 7 5825U 8-Core'}]","Streamline your workflow and connect an array of wired accessories to the USB 3.2 Gen 1, 2.0, and 3.2 Gen 1 Type-C ports. Wireless peripherals can be connected using Bluetooth 5.2. Collaborate on business projects thanks to integrated Wi-Fi 6 or wired Gigabit Ethernet via an RJ-45 port. An HDMI port is available to extend or mirror screen space to an additional monitor, and the USB Type-C port supports DisplayPort alt mode for a multiple monitor setup. Use the 1080p HD webcam, dual speakers, and dual-mic array to stay in touch with colleagues and family. In addition to a webcam shutter, there is also a discrete TPM to help keep your data safe. The Lenovo 15.6"" E15 Gen 4 runs on Windows 10 Pro 64-bit and includes a free upgrade license to Windows 11 Pro.",Lenovo,21ED0045US,"Lenovo - ThinkPad E15 Gen 4 15.6"" Notebook - AMD Ryzen 7 5825U - 16GB Memory - 256GB SSD - Gray",984.99,984.99,,6516469,HardGood,196379773826
Gray,New,,,,"[{'feature': 'Operating System\nWindows 10 Pro'}, {'feature': 'Solid State Drive\n16GB DDR4 RAM | 256GB M.2 SSD'}, {'feature': 'Screen Display\n15.6"" 1920 x 1080 IPS'}, {'feature': 'Graphics\nIntel Iris Xe Graphics'}, {'feature': 'Ports\nThunderbolt 4 Port'}, {'feature': 'Processor\nIntel Core i5 12th Gen Processor'}]","At the heart of the ThinkPad E15 Gen 4 is a 12th Gen Intel Core i5 processor, delivering enhanced system-wide operations with Performance and Efficiency core frequencies up to 4.4 and 3.3 GHz, respectively. You get 16GB of DDR4 3200 MHz RAM and a 256GB M.2 NVMe PCIe 4.0 solid-state drive, both working together to streamline multitasking capabilities and application responsiveness. You get a clear and smooth picture suitable for work and play with the 15.6"" In-Plane Switching (IPS) panel, delivering up to 1920 x 1080 resolution. Connect your peripherals with Thunderbolt 4, USB 2.0, and USB 3.2 Gen 1 ports, allowing you to use a wide range of peripherals from external drives to mice and controllers. A user-facing 1080p webcam and mic array enables others to see and hear you clearly when conducting remote conference calls. Access cloud networks, download assets, and even stream your favorite content wirelessly with Wi-Fi 6E (802.11ax) technology or use a wired connection with the Gigabit Ethernet port. This system runs on Windows 11 Pro and includes a downgrade key allowing you to switch to Windows 10 Pro 64-bit.",Lenovo,21E6007DUS,"Lenovo - ThinkPad E15 Gen 4 15.6"" Notebook - Intel Core i5-1235U - 16GB Memory - 256GB SSD - Gray",959.99,959.99,,6517252,HardGood,196800563163
Gray,New,,,,"[{'feature': 'Operating System\nWindows 10 Pro'}, {'feature': 'Solid State Drive\n16GB of DDR4 RAM | 512GB M.2 SSD'}, {'feature': 'Screen Display\n15.6"" 1920 x 1080 IPS'}, {'feature': 'Graphics\nIntegrated AMD Radeon Graphics'}, {'feature': 'Ports\nStyle Meets Form & Function'}, {'feature': 'Processor\n2.3 GHz AMD Ryzen 5 5625U 6-Core'}]","Streamline your workflow and connect an array of wired accessories to the USB 3.2 Gen 1, 2.0, and 3.2 Gen 1 Type-C ports. Wireless peripherals can be connected using Bluetooth 5.2. Collaborate on business projects thanks to integrated Wi-Fi 6 or wired Gigabit Ethernet via an RJ-45 port. An HDMI port is available to extend or mirror screen space to an additional monitor, and the USB Type-C port supports DisplayPort alt mode for a multiple monitor setup. Use the 1080p HD webcam, dual speakers, and dual-mic array to stay in touch with colleagues and family. In addition to a webcam shutter, there is also a discrete TPM to help keep your data safe. The Lenovo 15.6"" E15 Gen 4 runs on Windows 10 Pro 64-bit and includes a free upgrade license to Windows 11 Pro.",Lenovo,21ED003YUS,"Lenovo - ThinkPad E15 Gen 4 15.6"" Notebook - AMD Ryzen 5 5625U - 16GB Memory - 512GB SSD - Gray",924.99,924.99,,6518017,HardGood,196379765760
Gray,New,,,,"[{'feature': 'Operating System\nWindows 10 Pro'}, {'feature': 'Solid State Drive\n16GB of DDR4 RAM | 512GB M.2 SSD'}, {'feature': 'Screen Display\n15.6"" 1920 x 1080 IPS'}, {'feature': 'Graphics\nIntegrated AMD Radeon Graphics'}, {'feature': 'Ports\nStyle Meets Form & Function'}, {'feature': 'Processor\n2 GHz AMD Ryzen 7 5825U 8-Core'}]","Streamline your workflow and connect an array of wired accessories to the USB 3.2 Gen 1, 2.0, and 3.2 Gen 1 Type-C ports. Wireless peripherals can be connected using Bluetooth 5.2. Collaborate on business projects thanks to integrated Wi-Fi 6 or wired Gigabit Ethernet via an RJ-45 port. An HDMI port is available to extend or mirror screen space to an additional monitor, and the USB Type-C port supports DisplayPort alt mode for a multiple monitor setup. Use the 1080p HD webcam, dual speakers, and dual-mic array to stay in touch with colleagues and family. In addition to a webcam shutter, there is also a discrete TPM to help keep your data safe. The Lenovo 15.6"" E15 Gen 4 runs on Windows 10 Pro 64-bit and includes a free upgrade license to Windows 11 Pro.",Lenovo,21ED0043US,"Lenovo - ThinkPad E15 Gen 4 15.6"" Notebook - AMD Ryzen 7 5825U - 16GB Memory - 512GB SSD - Gray",1044.99,1044.99,,6518018,HardGood,196379766712
Gray,New,,,,"[{'feature': 'Operating System\nWindows 10 Pro'}, {'feature': 'Solid State Drive\n8GB DDR4 RAM | 256GB M.2 SSD'}, {'feature': 'Screen Display\n15.6"" 1920 x 1080 IPS'}, {'feature': 'Graphics\nIntel Iris Xe Graphics'}, {'feature': 'Ports\nThunderbolt 4 Port'}, {'feature': 'Processor\nIntel Core i5 12th Gen Processor'}]","At the heart of the ThinkPad E15 Gen 4 is a 12th Gen Intel Core i5 processor, delivering enhanced system-wide operations with Performance and Efficiency core frequencies up to 4.4 and 3.3 GHz, respectively. You get 8GB of DDR4 3200 MHz RAM and a 256GB M.2 NVMe PCIe 4.0 solid-state drive, both working together to streamline multitasking capabilities and application responsiveness. You get a clear and smooth picture suitable for work and play with the 15.6"" In-Plane Switching (IPS) panel, delivering up to 1920 x 1080 resolution. Connect your peripherals with Thunderbolt 4, USB 2.0, and USB 3.2 Gen 1 ports, allowing you to use a wide range of peripherals from external drives to mice and controllers. A user-facing 1080p webcam and mic array enables others to see and hear you clearly when conducting remote conference calls. Access cloud networks, download assets, and even stream your favorite content wirelessly with Wi-Fi 6E (802.11ax) technology or use a wired connection with the Gigabit Ethernet port. This system runs on Windows 11 Pro and includes a downgrade key allowing you to switch to Windows 10 Pro 64-bit.",Lenovo,21E6007FUS,"Lenovo - ThinkPad E15 Gen 4 15.6"" Notebook - Intel Core i5-1235U - 8GB Memory - 256GB SSD - Gray",849.99,849.99,,6520168,HardGood,196800564719
Gray,New,,,,"[{'feature': 'Operating System\nWindows 10 Pro'}, {'feature': 'Solid State Drive\n16GB DDR4 RAM | 512GB M.2 SSD'}, {'feature': 'Screen Display\n15.6"" 1920 x 1080 IPS'}, {'feature': 'Graphics\nIntel Iris Xe Graphics'}, {'feature': 'Ports\nThunderbolt 4 Port'}, {'feature': 'Processor\nIntel Core i5 12th Gen Processor'}]","At the heart of the ThinkPad E15 Gen 4 is a 12th Gen Intel Core i5 processor, delivering enhanced system-wide operations with Performance and Efficiency core frequencies up to 4.4 and 3.3 GHz, respectively. You get 16GB of DDR4 3200 MHz RAM and a 512GB M.2 NVMe PCIe 4.0 solid-state drive, both working together to streamline multitasking capabilities and application responsiveness. You get a clear and smooth picture suitable for work and play with the 15.6"" In-Plane Switching (IPS) panel, delivering up to 1920 x 1080 resolution. Connect your peripherals with Thunderbolt 4, USB 2.0, and USB 3.2 Gen 1 ports, allowing you to use a wide range of peripherals from external drives to mice and controllers. A user-facing 1080p webcam and mic array enables others to see and hear you clearly when conducting remote conference calls. Access cloud networks, download assets, and even stream your favorite content wirelessly with Wi-Fi 6E (802.11ax) technology or use a wired connection with the Gigabit Ethernet port. This system runs on Windows 11 Pro and includes a downgrade key allowing you to switch to Windows 10 Pro 64-bit.",Lenovo,21E6007HUS,"Lenovo - ThinkPad E15 Gen 4 15.6"" Notebook - Intel Core i5-1235U - 16GB Memory - 512GB SSD - Gray",1029.99,1029.99,,6520429,HardGood,196800564610
Gray,New,,,,"[{'feature': 'Operating System\nWindows 11 Pro'}, {'feature': 'Solid State Drive\n8GB DDR4 RAM | 256GB M.2 SSD'}, {'feature': 'Screen Display\n15.6"" 1920 x 1080 IPS'}, {'feature': 'Graphics\nIntel Iris Xe Graphics'}, {'feature': 'Ports\nThunderbolt 4'}, {'feature': 'Processor\nIntel Core i5 12th Gen Processor'}]","At the heart of the ThinkPad E15 Gen 4 is a 12th Gen Intel Core i5 processor, delivering enhanced system-wide operations with Performance and Efficiency core frequencies up to 4.4 and 3.3 GHz, respectively. You get 8GB of DDR4 3200 MHz RAM and a 256GB M.2 NVMe PCIe 4.0 solid-state drive, both working together to streamline multitasking capabilities and application responsiveness. You get a clear and smooth picture suitable for work and play with the 15.6"" In-Plane Switching (IPS) panel, delivering up to 1920 x 1080 resolution. Connect your peripherals with Thunderbolt 4, USB 2.0, and USB 3.2 Gen 1 ports, allowing you to use a wide range of peripherals from external drives to mice and controllers. A user-facing 1080p webcam and mic array enables others to see and hear you clearly when conducting remote conference calls. Access cloud networks, download assets, and even stream your favorite content wirelessly with Wi-Fi 6E (802.11ax) technology or use a wired connection with the Gigabit Ethernet port. This system runs on Windows 11 Pro operating system, allowing you to leverage a wide range of built-in applications.",Lenovo,21E6007BUS,"Lenovo - ThinkPad E15 Gen 4 15.6"" Notebook - Intel Core i5-1235U - 8GB Memory - 256GB SSD - Gray",849.99,849.99,,6521135,HardGood,196800560278
Gray,New,,,,"[{'feature': 'Operating System\nWindows 11 Pro'}, {'feature': 'Solid State Drive\n8GB of DDR4 RAM | 256GB M.2 NVMe SSD'}, {'feature': 'Screen Display\n15.6"" 1920 x 1080 IPS'}, {'feature': 'Graphics\nIntegrated AMD Radeon Graphics'}, {'feature': 'Ports\nUSB 3.2 Gen 1 & 2.0 | HDMI 1.4'}, {'feature': 'Processor\n2.3 GHz AMD Ryzen 5 6-Core'}]","Streamline your workflow and connect an array of wired accessories to Type-A USB 3.2 Gen 1, 2.0, and 3.2 Gen 1 Type-C ports. Wireless peripherals such as headphones and mice can be connected using Bluetooth 5.2. An HDMI port is available to extend or mirror screen to an additional monitor, and the USB Type-C port supports DisplayPort alt mode for a multiple monitor setup. Use the 1080p HD webcam, dual speakers, and dual-mic array to stay in touch with colleagues and family. In addition to a webcam shutter, there is also a discrete TPM to help keep your data safe. The Lenovo 15.6"" E15 Gen 4 runs on Windows 11 Pro 64-bit.",Lenovo,21ED003VUS,"Lenovo - ThinkPad E15 Gen 4 15.6"" Notebook - AMD Ryzen 5 5625U - 8GB Memory - 256GB SSD - Gray",794.99,794.99,,6523814,HardGood,196379764848
Green,New,4.8,4.0,,"[{'feature': 'Windows 11\nWindows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.'}, {'feature': '14.0""  FHD Display\nEquipped with a FHD IPS touch screen, the border-less visual effect minimizes distractions offering better cinema, document and web browsing. experience.'}, {'feature': 'AMD Ryzen&#8482; 5 5500U Processor\nImagine, design and create without boundaries. The powerful AMD Ryzen 5 processor features machine intelligence that anticipates your needs. Discover true responsiveness with 8 cores and 16 threads for ultimate performance.'}, {'feature': '256GB M.2 PCIe NVMe Solid State Drive\nWhile offering less storage space than a hard drive, a flash-based SSD has no moving parts, resulting in faster start-up times and data access, no noise, and reduced heat production and power draw on the battery.'}, {'feature': '8GB system memory for advanced multitasking\nSubstantial high-bandwidth RAM to smoothly run your games and photo- and video-editing applications, as well as multiple programs and browser tabs all at once.'}, {'feature': 'Get in touch with versatility\nWhether you are typing a friend a quick message in laptop mode or checking out a how-to video in tent mode, the 360&#176; hinge allows to seamless shift between 4 different modes, providing the flexibility to stay connected throughout.'}, {'feature': 'Borderless views\nEnjoy the virtually borderless view with thin bezels and an expansive screen-to-body ratio to minimize distractions for a better cinema, document and web browsing experience.'}, {'feature': 'Recharge in a flash\nWhen you&#8217;ve been going all day on the extended battery life but need a quick charge, select between three different Express ChargeTM options to reduce the time you spend tethered to a wall.'}, {'feature': 'Privacy is paramount\nRest assured that your privacy is secure with the mechanical privacy camera shutter. Also, the single sign on (SSO) fingerprint reader on the power button provides a more personal, more secure instant access login experience.'}, {'feature': 'Built-in media reader for simple photo transfer\nSupports SD memory card format.'}, {'feature': 'MaxxAudio&#174; Pro\nBuilt-in stereo speakers.MaxxAudio Pro is tuned to give you great sound across music, movies, voice and games'}, {'feature': 'Wireless AX\nExperience lightning-fast Gigabit Wi-Fi speeds and reliable connections with Intel&#174; Wi-Fi 6'}, {'feature': 'Additional ports\nUSB 3.2 Gen 1 Type-A (x2), USB 3.2 Gen 2 Type-C (x1), HDMI 1.4, Micro SD Media Card Reader - 1 combo headphone / microphone jack'}, {'feature': 'Sustainability Values\nNow environmentally conscious &#8211; from packaging made of 97% recycled packaging materials to use of low VOC waterborne paints &#8211; The Inspiron compliments not just your style but also your values.'}, {'feature': 'Note: this laptop does not include a DVD drive.'}, {'feature': 'AMD, AMD Arrow logo and combinations thereof are trademarks of Advanced Micro Devices, Inc.'}]","The Inspiron range of laptops and 2-in1s are thoughtfully designed so you can stay connected wherever you are with long-lasting battery life. Equipped with the latest processors, graphics, and thermal solutions; your PC runs quickly and smoothly as you connect with confidence. Optimized with technology that simplifies your life, Inspiron laptops and 2-in-1s offer a range of easy-to-use features all packaged in a minimalist and modern design. A newly designed and ergonomically positioned lift hinge increases comfort for a better typing experience when on chat, writing lengthy emails or connecting to your world. Rest assured that your privacy is secure with the mechanical privacy camera shutter. Also, the single sign on (SSO) fingerprint reader on the power button provides a more personal, more secure instant access login experience. And that&#8217;s not all, your Inspiron, is now environmentally conscious &#8211; The Inspiron compliments not just your style but also your values.",Dell,BBY-2N9N1FX,"Dell - Inspiron 7415 14"" FHD 2-in-1 Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - AMD Radeon UMA - 256GB SSD - Green",799.99,799.99,,6496532,HardGood,884116391913
Grey,New,4.4,1165.0,,"[{'feature': 'Processor\nIntel&#174; Celeron&#174; N3350 Processor'}, {'feature': 'Memory\n4GB System Memory (2400 MHz LPDDR4)'}, {'feature': 'Storage\n32GB eMMC'}, {'feature': 'Display\n14.0"" HD (1366 x 768) Anti-glare Display'}, {'feature': 'Voice control\nwith Google Assistant voice-recognition support'}]",C423NA-BCLN5 Notebook PC,ASUS,C423NA-BCLN5,"ASUS - 14.0"" Chromebook - Intel Celeron N3350 - 4GB Memory  - 32GB eMMC - Grey",269.0,109.99,,6425046,HardGood,192876745229
Grey,New,4.6,623.0,,"[{'feature': 'Free Upgrade to Windows 11&#185; (when available, see below)'}, {'feature': 'Windows 11 Operating System\nWindows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.'}, {'feature': '15.6"" Full HD display\nThe 1920 x 1080 resolution boasts impressive color and clarity. Energy-efficient LED backlight. Display with Pantone-Validated & Eye comfort testing by T&#220;V Rheinland.'}, {'feature': 'Intel&#174; Core&#8482; i7-1165G7 Processor\nFeaturing true machine intelligence and a newly designed efficient architecture, the groundbreaking processor learns and adapts to your needs so you can achieve more.'}, {'feature': '16GB system memory for basic multitasking\nAdequate high-bandwidth RAM to smoothly run multiple applications and browser tabs at the same time.'}, {'feature': '512GB PCIe SSD\nWhile offering less storage space than a hard drive, a flash-based SSD has no moving parts, resulting in faster start-up times and data access, no noise, and reduced heat production and power draw on the battery.'}, {'feature': 'Alexa Built-In\nAlexa makes it easy to voice-control your day. Whether at home or on the go, you can ask Alexa to play music, read the news, answer questions and more.'}, {'feature': 'NVIDIA GeForce GTX 1650 MAX-Q graphics\nBacked by 4GB GDDR6 dedicated video memory for an ultrafast, advanced GPU to fuel your games.'}, {'feature': ""Alexa Built-In*\nWith Alexa on your PC, you can voice control your day at home and on the go. Just ask, and Alexa can add an appointment to your calendar, turn on the lights, set a reminder, or play today's hits. *Requires Activation""}, {'feature': '&#185;Device comes with Windows 10 and a free Windows 11 upgrade or may be preloaded with Windows 11. The Windows 11 upgrade will be delivered to qualifying devices starting in late 2021 and into 2022. Timing will vary by device. Certain features require specific hardware (see aka.ms/windows11-spec)'}]",Q528EH-202.BL ASUS Laptop,ASUS,Q528EH-202.BL,"ASUS - ZenBook Flip 15 Q528EH 15.6"" Touch-Screen Laptop-Intel Core i7-16GB Memory-NVIDIA GeForce GTX 1650 Max-Q-512GB SSD - Grey",1199.99,700.99,,6436222,HardGood,195553379861
Grey,New,4.3,1071.0,,"[{'feature': 'Google Chrome OS\nChromebook is a computer for the way the modern world works, with thousands of apps, built-in virus protection and cloud backups. It is secure, fast, up-to-date, versatile and simple.'}, {'feature': '11.6"" HD Display\nTypical 1366 x 768 HD resolution. Energy-efficient LED backlight.'}, {'feature': '4GB system memory for basic multitasking\nAdequate high-bandwidth RAM to smoothly run multiple applications and browser tabs all at once.'}, {'feature': '16GB eMMC flash memory\nThis ultracompact system is ideal for mobile devices and applications, providing enhanced storage capabilities, streamlined data management, quick boot-up times and support for high-definition video playback.'}, {'feature': 'Built-in cloud support\nEasily save your files to your Google Drive account for secure access wherever you go. You can also sync with your other devices running Chrome and even work offline when needed. Fees may apply.'}, {'feature': 'Intel&#174; HD Graphics\nOn-processor graphics with shared video memory provide everyday image quality for Internet use, basic photo editing and casual gaming.'}, {'feature': 'Weighs 2.20 lbs. and measures 0.7"" thin\nUltrathin and ultralight for maximum portability, featuring a smaller screen size and omitting the DVD/CD drive to achieve the compact form factor. Lithium-polymer battery.'}, {'feature': 'Built-in media reader for simple photo transfer\nSupports SD, SDHC and SDXC memory card formats.'}, {'feature': 'Wireless-AC connectivity\nConnect to a Wireless-AC router for nearly 3x the speed, more capacity and wider coverage than Wireless-N. Backward-compatible with all other Wi-Fi networks and hotspots.'}, {'feature': 'Built-in HD webcam with microphone\nMakes it easy to video chat with family and friends or teleconference with colleagues over Google Hangouts or other popular applications.'}, {'feature': 'Additional port\nHeadphone/microphone combo jack. Note: This laptop does not include a built-in DVD/CD drive.'}, {'feature': 'Built-in virus protection and Google products\nWork, play and do right out of the box with Search, Gmail, Talk, YouTube and Hangouts, then personalize with the Chrome Web Store. Multiple layers of protection defend against viruses and malware.'}, {'feature': 'Additional port\nHeadphone/microphone combo jack.'}]","ASUS CX22NA Chromebook: Stay productive and entertained with this ASUS 11.6-inch Chromebook notebook. The 4GB memory ensure fast startups, while the Intel Celeron processor and 32GB eMMC Flash Memory offer smooth performance. This ASUS 11.6-inch Chromebook notebook has an LED-backlit HD display that provides an engaging viewing experience and is easily visible in dark environments.",ASUS,CX22NA-211.BB01,"ASUS - 11.6"" Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Gray - Grey",219.0,164.99,,6449513,HardGood,195553017220
